price,crime,nox,rooms,dist,radial,proptax,stratio,lowstat,lprice,lnox,lproptax
24000,0.006,5.380000114,6.570000172,4.090000153,1,29.60000038,15.30000019,4.980000019,10.08580875,1.682688355,5.690359592
21599,0.027000001,4.690000057,6.420000076,4.96999979,2,24.20000076,17.79999924,9.140000343,9.980401993,1.545432568,5.488937855
34700,0.027000001,4.690000057,7.179999828,4.96999979,2,24.20000076,17.79999924,4.03000021,10.45449543,1.545432568,5.488937855
33400,0.032000002,4.579999924,7,6.059999943,3,22.20000076,18.70000076,2.940000057,10.41631126,1.521698952,5.402677536
36199,0.068999998,4.579999924,7.150000095,6.059999943,3,22.20000076,18.70000076,5.329999924,10.49678707,1.521698952,5.402677536
28701,0.029999999,4.579999924,6.429999828,6.059999943,3,22.20000076,18.70000076,5.210000038,10.26468754,1.521698952,5.402677536
22900,0.088,5.239999771,6.010000229,5.559999943,5,31.10000038,15.19999981,12.43000031,10.03889179,1.656321406,5.739792824
27100,0.144999996,5.239999771,6.170000076,5.949999809,5,31.10000038,15.19999981,19.14999962,10.20728874,1.656321406,5.739792824
16500,0.210999995,5.239999771,5.630000114,6.079999924,5,31.10000038,15.19999981,29.93000031,9.711115837,1.656321406,5.739792824
18900,0.170000002,5.239999771,6,6.590000153,5,31.10000038,15.19999981,17.10000038,9.846917152,1.656321406,5.739792824
15000,0.224999994,5.239999771,6.380000114,6.349999905,5,31.10000038,15.19999981,20.45000076,9.615805626,1.656321406,5.739792824
18900,0.116999999,5.239999771,6.010000229,6.230000019,5,31.10000038,15.19999981,13.27000046,9.846917152,1.656321406,5.739792824
21700,0.093999997,5.239999771,5.889999866,5.449999809,5,31.10000038,15.19999981,15.71000004,9.985067368,1.656321406,5.739792824
20400,0.629999995,5.380000114,5.949999809,4.710000038,4,30.70000076,21,8.260000229,9.923290253,1.682688355,5.726847649
18200,0.638000011,5.380000114,6.099999905,4.460000038,4,30.70000076,21,10.26000023,9.809176445,1.682688355,5.726847649
19900,0.626999974,5.380000114,5.829999924,4.5,4,30.70000076,21,8.470000267,9.898474693,1.682688355,5.726847649
23100,1.05400002,5.380000114,5.929999828,4.5,4,30.70000076,21,6.579999924,10.04758835,1.682688355,5.726847649
17500,0.783999979,5.380000114,5.989999771,4.260000229,4,30.70000076,21,14.67000008,9.769956589,1.682688355,5.726847649
20200,0.802999973,5.380000114,5.460000038,3.799999952,4,30.70000076,21,11.68999958,9.913437843,1.682688355,5.726847649
18200,0.726000011,5.380000114,5.730000019,3.799999952,4,30.70000076,21,11.27999973,9.809176445,1.682688355,5.726847649
13600,1.251999974,5.380000114,5.570000172,3.799999952,4,30.70000076,21,21.02000046,9.517825127,1.682688355,5.726847649
19600,0.851999998,5.380000114,5.960000038,4.010000229,4,30.70000076,21,13.82999992,9.883284569,1.682688355,5.726847649
15200,1.231999993,5.380000114,6.139999866,3.980000019,4,30.70000076,21,18.71999931,9.629050255,1.682688355,5.726847649
14500,0.987999976,5.380000114,5.809999943,4.099999905,4,30.70000076,21,19.87999916,9.581903458,1.682688355,5.726847649
15600,0.75,5.380000114,5.920000076,4.400000095,4,30.70000076,21,16.29999924,9.655026436,1.682688355,5.726847649
13900,0.841000021,5.380000114,5.599999905,4.449999809,4,30.70000076,21,16.51000023,9.539644241,1.682688355,5.726847649
16600,0.671999991,5.380000114,5.809999943,4.679999828,4,30.70000076,21,14.81000042,9.717158318,1.682688355,5.726847649
14800,0.95599997,5.380000114,6.050000191,4.449999809,4,30.70000076,21,17.28000069,9.60238266,1.682688355,5.726847649
18400,0.773000002,5.380000114,6.489999771,4.449999809,4,30.70000076,21,12.80000019,9.820105553,1.682688355,5.726847649
21000,1.001999974,5.380000114,6.670000076,4.230000019,4,30.70000076,21,11.97999954,9.952278137,1.682688355,5.726847649
12700,1.131000042,5.380000114,5.690000057,4.230000019,4,30.70000076,21,22.60000038,9.449357033,1.682688355,5.726847649
14500,1.355000019,5.380000114,6.070000172,4.170000076,4,30.70000076,21,13.03999996,9.581903458,1.682688355,5.726847649
13200,1.388000011,5.380000114,5.949999809,3.99000001,4,30.70000076,21,27.70999908,9.48797226,1.682688355,5.726847649
13100,1.15199995,5.380000114,5.699999809,3.789999962,4,30.70000076,21,18.35000038,9.480367661,1.682688355,5.726847649
13500,1.613000035,5.380000114,6.099999905,3.75999999,4,30.70000076,21,20.34000015,9.510444641,1.682688355,5.726847649
18900,0.064000003,4.989999771,5.929999828,3.359999895,5,27.89999962,19.20000076,9.680000305,9.846917152,1.607435822,5.631211758
20000,0.097000003,4.989999771,5.840000153,3.380000114,5,27.89999962,19.20000076,11.40999985,9.903487206,1.607435822,5.631211758
13668,0.079999998,4.989999771,5.849999905,3.930000067,5,27.89999962,19.20000076,8.770000458,9.522812843,1.607435822,5.631211758
24701,0.174999997,4.989999771,5.96999979,3.849999905,5,27.89999962,19.20000076,10.13000011,10.11459923,1.607435822,5.631211758
30801,0.028000001,4.28000021,6.590000153,5.400000095,3,25.20000076,18.29999924,4.320000172,10.33530235,1.453953028,5.529428959
34899,0.034000002,4.28000021,7.019999981,5.400000095,3,25.20000076,18.29999924,1.980000019,10.46021366,1.453953028,5.529428959
26601,0.127000004,4.480000019,6.769999981,5.71999979,3,23.29999924,17.89999962,4.840000153,10.18870449,1.49962306,5.451038361
25301,0.141000003,4.480000019,6.170000076,5.71999979,3,23.29999924,17.89999962,5.809999943,10.1385994,1.49962306,5.451038361
24701,0.158999994,4.480000019,6.210000038,5.71999979,3,23.29999924,17.89999962,7.440000057,10.11459923,1.49962306,5.451038361
21200,0.123000003,4.480000019,6.070000172,5.71999979,3,23.29999924,17.89999962,9.550000191,9.961756706,1.49962306,5.451038361
19300,0.171000004,4.480000019,5.679999828,5.099999905,3,23.29999924,17.89999962,10.21000004,9.867860794,1.49962306,5.451038361
20000,0.187999994,4.480000019,5.789999962,5.099999905,3,23.29999924,17.89999962,14.14999962,9.903487206,1.49962306,5.451038361
16600,0.229000002,4.480000019,6.03000021,5.690000057,3,23.29999924,17.89999962,18.79999924,9.717158318,1.49962306,5.451038361
14400,0.254000008,4.480000019,5.400000095,5.869999886,3,23.29999924,17.89999962,30.80999947,9.574983597,1.49962306,5.451038361
19400,0.219999999,4.480000019,5.599999905,6.090000153,3,23.29999924,17.89999962,16.20000076,9.873028755,1.49962306,5.451038361
19700,0.089000002,4.389999866,5.960000038,6.809999943,4,24.29999924,16.79999924,13.44999981,9.888374329,1.479329228,5.493061543
20500,0.043000001,4.389999866,6.110000134,6.809999943,4,24.29999924,16.79999924,9.430000305,9.928179741,1.479329228,5.493061543
22620,0.054000001,4.389999866,6.510000229,6.809999943,4,24.29999924,16.79999924,5.28000021,10.02658939,1.479329228,5.493061543
23400,0.050000001,4.389999866,6,6.809999943,4,24.29999924,21.10000038,8.430000305,10.06049156,1.479329228,5.493061543
18900,0.014,4.099999905,5.889999866,7.320000172,3,46.90000153,17.89999962,14.80000019,9.846917152,1.4109869,6.150602818
35401,0.013,4.03000021,7.25,8.699999809,5,22.60000038,17.29999924,4.809999943,10.47449493,1.393766403,5.420535088
24701,0.021,4.099999905,6.380000114,9.18999958,2,31.29999924,15.10000038,5.769999981,10.11459923,1.4109869,5.746203423
32562,0.014,4.110000134,6.820000172,8.319999695,5,25.60000038,19.70000076,3.950000048,10.39090157,1.413423061,5.54517746
23300,0.153999999,4.53000021,6.139999866,7.809999943,8,28.39999962,19.70000076,6.860000134,10.05620861,1.510722041,5.648974419
19600,0.103,4.53000021,5.929999828,6.929999828,8,28.39999962,19.70000076,9.220000267,9.883284569,1.510722041,5.648974419
18700,0.149000004,4.53000021,5.739999771,6.760000229,8,28.39999962,19.70000076,13.14999962,9.836278915,1.510722041,5.648974419
16000,0.172000006,4.53000021,5.96999979,6.820000172,8,28.39999962,19.70000076,14.43999958,9.680343628,1.510722041,5.648974419
22199,0.109999999,4.53000021,6.460000038,7.230000019,8,28.39999962,19.70000076,6.730000019,10.00780296,1.510722041,5.648974419
24999,0.127000004,4.53000021,6.760000229,7.980000019,8,28.39999962,19.70000076,9.5,10.12659073,1.510722041,5.648974419
33001,0.02,4.159999847,7.099999905,9.220000267,3,21.60000038,18.60000038,8.050000191,10.40429306,1.425515056,5.375278473
23501,0.035999998,3.980000019,6.289999962,6.610000134,4,33.70000076,16.10000038,4.670000076,10.06479836,1.381281853,5.820083141
19400,0.044,3.980000019,5.789999962,6.610000134,4,33.70000076,16.10000038,10.23999977,9.873028755,1.381281853,5.820083141
22000,0.057999998,4.090000153,5.880000114,6.5,4,34.5,18.89999962,8.100000381,9.998797417,1.408545017,5.843544483
17400,0.136000007,4.090000153,5.590000153,6.5,4,34.5,18.89999962,13.09000015,9.76422596,1.408545017,5.843544483
20900,0.128000006,4.090000153,5.880000114,6.5,4,34.5,18.89999962,8.789999962,9.947504044,1.408545017,5.843544483
24200,0.088,4.130000114,6.420000076,5.289999962,4,30.5,19.20000076,6.71999979,10.09410763,1.418277383,5.720311642
21700,0.158999994,4.130000114,5.960000038,5.289999962,4,30.5,19.20000076,9.880000114,9.985067368,1.418277383,5.720311642
22800,0.092,4.130000114,6.059999943,5.289999962,4,30.5,19.20000076,5.519999981,10.03451538,1.418277383,5.720311642
23400,0.194999993,4.130000114,6.239999771,5.289999962,4,30.5,19.20000076,7.539999962,10.06049156,1.418277383,5.720311642
24101,0.079000004,4.369999886,6.269999981,4.25,5,39.79999924,18.70000076,6.78000021,10.09000874,1.474763036,5.986452103
21400,0.094999999,4.369999886,6.289999962,4.5,5,39.79999924,18.70000076,8.93999958,9.971146584,1.474763036,5.986452103
20000,0.101999998,4.369999886,6.28000021,4.050000191,5,39.79999924,18.70000076,11.97000027,9.903487206,1.474763036,5.986452103
20800,0.086999997,4.369999886,6.139999866,4.090000153,5,39.79999924,18.70000076,10.27000046,9.942708015,1.474763036,5.986452103
21200,0.056000002,4.369999886,6.230000019,5.010000229,5,39.79999924,18.70000076,12.34000015,9.961756706,1.474763036,5.986452103
20300,0.083999999,4.369999886,5.869999886,4.5,5,39.79999924,18.70000076,9.100000381,9.918375969,1.474763036,5.986452103
28001,0.041000001,4.260000229,6.730000019,5.400000095,4,28.10000038,19,5.289999962,10.23999596,1.449269176,5.638354778
23899,0.045000002,4.260000229,6.619999886,5.400000095,4,28.10000038,19,7.21999979,10.08159161,1.449269176,5.638354778
24800,0.037,4.260000229,6.300000191,5.400000095,4,28.10000038,19,6.71999979,10.11859894,1.449269176,5.638354778
22900,0.035999998,4.260000229,6.170000076,5.400000095,4,28.10000038,19,7.510000229,10.03889179,1.449269176,5.638354778
23899,0.050999999,4.489999771,6.389999866,4.78000021,3,24.70000076,18.5,9.619999886,10.08159161,1.501852632,5.509388447
26601,0.057,4.489999771,6.630000114,4.440000057,3,24.70000076,18.5,6.53000021,10.18870449,1.501852632,5.509388447
22501,0.052000001,4.489999771,6.010000229,4.429999828,3,24.70000076,18.5,12.85999966,10.02131462,1.501852632,5.509388447
22199,0.071999997,4.489999771,6.119999886,3.75,3,24.70000076,18.5,8.43999958,10.00780296,1.501852632,5.509388447
23600,0.057,4.889999866,7.010000229,3.420000076,2,27,17.79999924,5.5,10.06900215,1.587192297,5.59842205
28701,0.052999999,4.889999866,7.079999924,3.410000086,2,27,17.79999924,5.699999809,10.26468754,1.587192297,5.59842205
22600,0.046999998,4.889999866,6.420000076,3.089999914,2,27,17.79999924,8.81000042,10.02570534,1.587192297,5.59842205
22000,0.039000001,4.889999866,6.400000095,3.089999914,2,27,17.79999924,8.199999809,9.998797417,1.587192297,5.59842205
22900,0.041999999,4.639999866,6.440000057,3.670000076,4,27,18.20000076,8.159999847,10.03889179,1.534714341,5.59842205
24999,0.028999999,4.639999866,6.210000038,3.670000076,4,27,18.20000076,6.210000038,10.12659073,1.534714341,5.59842205
20600,0.043000001,4.639999866,6.25,3.609999895,4,27,18.20000076,10.59000015,9.933046341,1.534714341,5.59842205
28399,0.122000001,4.449999809,6.619999886,3.5,2,27.60000038,18,6.650000095,10.25410938,1.492904067,5.620400906
21400,0.115000002,4.449999809,6.159999847,3.5,2,27.60000038,18,11.34000015,9.971146584,1.492904067,5.620400906
38700,0.120999999,4.449999809,8.069999695,3.5,2,27.60000038,18,4.210000038,10.56359482,1.492904067,5.620400906
43800,0.082000002,4.449999809,7.820000172,3.5,2,27.60000038,18,3.569999933,10.68738937,1.492904067,5.620400906
33200,0.068999998,4.449999809,7.420000076,3.5,2,27.60000038,18,6.190000057,10.41030502,1.492904067,5.620400906
27499,0.149000004,5.199999809,6.730000019,2.779999971,5,38.40000153,20.89999962,9.420000076,10.22190475,1.648658633,5.950642586
26500,0.114,5.199999809,6.78000021,2.859999895,5,38.40000153,20.89999962,7.670000076,10.18490028,1.648658633,5.950642586
18600,0.229000002,5.199999809,6.400000095,2.710000038,5,38.40000153,20.89999962,10.63000011,9.830916405,1.648658633,5.950642586
19300,0.211999997,5.199999809,6.139999866,2.710000038,5,38.40000153,20.89999962,13.43999958,9.867860794,1.648658633,5.950642586
20100,0.140000001,5.199999809,6.170000076,2.420000076,5,38.40000153,20.89999962,12.32999992,9.908474922,1.648658633,5.950642586
19500,0.133000001,5.199999809,5.849999905,2.109999895,5,38.40000153,20.89999962,16.46999931,9.878170013,1.648658633,5.950642586
19500,0.171000004,5.199999809,5.840000153,2.210000038,5,38.40000153,20.89999962,18.65999985,9.878170013,1.648658633,5.950642586
20400,0.130999997,5.199999809,6.130000114,2.119999886,5,38.40000153,20.89999962,14.09000015,9.923290253,1.648658633,5.950642586
19800,0.128000006,5.199999809,6.46999979,2.430000067,5,38.40000153,20.89999962,12.27000046,9.893437386,1.648658633,5.950642586
19400,0.263999999,5.199999809,6.230000019,2.549999952,5,38.40000153,20.89999962,15.55000019,9.873028755,1.648658633,5.950642586
21700,0.108000003,5.46999979,6.190000057,2.779999971,5,38.40000153,20.89999962,13,9.985067368,1.699278593,5.950642586
22800,0.101000004,5.46999979,6.710000038,2.680000067,6,43.20000076,17.79999924,10.15999985,10.03451538,1.699278593,6.068425655
18800,0.123000003,5.46999979,5.909999847,2.349999905,6,43.20000076,17.79999924,16.20999908,9.841611862,1.699278593,6.068425655
18700,0.222000003,5.46999979,6.090000153,2.630000114,6,43.20000076,17.79999924,17.09000015,9.836278915,1.699278593,6.068425655
18500,0.142000005,5.46999979,6.25,2.25999999,6,43.20000076,17.79999924,10.44999981,9.825526237,1.699278593,6.068425655
18300,0.171000004,5.46999979,5.929999828,2.460000038,6,43.20000076,17.79999924,15.76000023,9.814656258,1.699278593,6.068425655
21200,0.131999999,5.46999979,6.179999828,2.730000019,6,43.20000076,17.79999924,12.03999996,9.961756706,1.699278593,6.068425655
19200,0.150999993,5.46999979,6.019999981,2.75,6,43.20000076,17.79999924,10.30000019,9.862665176,1.699278593,6.068425655
20400,0.130999997,5.46999979,5.869999886,2.480000019,6,43.20000076,17.79999924,15.36999989,9.923290253,1.699278593,6.068425655
19300,0.144999996,5.809999943,5.730000019,2.75999999,6,43.20000076,17.79999924,13.60999966,9.867860794,1.759580612,6.068425655
22000,0.068999998,5.809999943,5.869999886,2.25999999,2,18.79999924,19.10000038,39.06999969,9.998797417,1.759580612,5.236442089
20300,0.071999997,5.809999943,6,2.200000048,2,18.79999924,19.10000038,14.27000046,9.918375969,1.759580612,5.236442089
20500,0.093000002,5.809999943,5.960000038,2.089999914,2,18.79999924,19.10000038,17.93000031,9.928179741,1.759580612,5.236442089
17300,0.150000006,5.809999943,5.860000134,1.940000057,2,18.79999924,19.10000038,25.40999985,9.758461952,1.759580612,5.236442089
18800,0.097999997,5.809999943,5.880000114,2.00999999,2,18.79999924,19.10000038,17.57999992,9.841611862,1.759580612,5.236442089
21400,0.169,5.809999943,5.989999771,1.99000001,2,18.79999924,19.10000038,14.81000042,9.971146584,1.759580612,5.236442089
15700,0.386999995,6.239999771,5.610000134,1.75999999,2,18.79999924,19.10000038,27.26000023,9.661416054,1.830980182,5.236442089
16200,0.259000003,6.239999771,5.690000057,1.789999962,4,43.70000076,21.20000076,17.19000053,9.69276619,1.830980182,6.079933167
18000,0.324999988,6.239999771,6.429999828,1.809999943,4,43.70000076,21.20000076,15.39000034,9.798127174,1.830980182,6.079933167
14300,0.880999982,6.239999771,5.639999866,1.980000019,4,43.70000076,21.20000076,18.34000015,9.568015099,1.830980182,6.079933167
19200,0.340000004,6.239999771,6.460000038,2.119999886,4,43.70000076,21.20000076,12.60000038,9.862665176,1.830980182,6.079933167
19600,1.192999959,6.239999771,6.329999924,2.269999981,4,43.70000076,21.20000076,12.26000023,9.883284569,1.830980182,6.079933167
23001,0.589999974,6.239999771,6.369999886,2.329999924,4,43.70000076,21.20000076,11.11999989,10.043293,1.830980182,6.079933167
18400,0.330000013,6.239999771,5.820000172,2.470000029,4,43.70000076,21.20000076,15.02999973,9.820105553,1.830980182,6.079933167
15600,0.976000011,6.239999771,5.760000229,2.349999905,4,43.70000076,21.20000076,17.30999947,9.655026436,1.830980182,6.079933167
18100,0.558000028,6.239999771,6.329999924,2.109999895,4,43.70000076,21.20000076,16.95999908,9.803667068,1.830980182,6.079933167
17400,0.323000014,6.239999771,5.940000057,1.970000029,4,43.70000076,21.20000076,16.89999962,9.76422596,1.830980182,6.079933167
17100,0.351999998,6.239999771,6.449999809,1.850000024,4,43.70000076,21.20000076,14.59000015,9.746833801,1.830980182,6.079933167
13300,0.25,6.239999771,5.860000134,1.669999957,4,43.70000076,21.20000076,21.31999969,9.495519638,1.830980182,6.079933167
17800,0.545000017,6.239999771,6.150000095,1.669999957,4,43.70000076,21.20000076,18.45999908,9.786953926,1.830980182,6.079933167
14000,0.291000009,6.239999771,6.170000076,1.610000014,4,43.70000076,21.20000076,24.15999985,9.546813011,1.830980182,6.079933167
14400,1.628999949,6.239999771,5.019999981,1.440000057,4,43.70000076,21.20000076,34.40999985,9.574983597,1.830980182,6.079933167
13400,3.321000099,8.710000038,5.400000095,1.320000052,5,40.29999924,14.69999981,26.81999969,9.503009796,2.164471865,5.998936653
15600,4.097000122,8.710000038,5.46999979,1.409999967,5,40.29999924,14.69999981,26.42000008,9.655026436,2.164471865,5.998936653
11800,2.779999971,8.710000038,4.900000095,1.350000024,5,40.29999924,14.69999981,29.29000092,9.375854492,2.164471865,5.998936653
13800,2.378999949,8.710000038,6.130000114,1.419999957,5,40.29999924,14.69999981,27.79999924,9.532423973,2.164471865,5.998936653
15600,2.154999971,8.710000038,5.630000114,1.519999981,5,40.29999924,14.69999981,16.64999962,9.655026436,2.164471865,5.998936653
14600,2.368999958,8.710000038,4.929999828,1.460000038,5,40.29999924,14.69999981,29.53000069,9.588776588,2.164471865,5.998936653
17794,2.33100009,8.710000038,5.190000057,1.529999971,5,40.29999924,14.69999981,28.31999969,9.786616325,2.164471865,5.998936653
15400,2.733999968,8.710000038,5.599999905,1.529999971,5,40.29999924,14.69999981,21.45000076,9.642123222,2.164471865,5.998936653
21500,1.656999946,8.710000038,6.119999886,1.620000005,5,40.29999924,14.69999981,14.10000038,9.975808144,2.164471865,5.998936653
19600,1.496000051,8.710000038,5.400000095,1.590000033,5,40.29999924,14.69999981,13.27999973,9.883284569,2.164471865,5.998936653
15300,1.126999974,8.710000038,5.010000229,1.610000014,5,40.29999924,14.69999981,12.11999989,9.635607719,2.164471865,5.998936653
19400,3.148999929,8.710000038,5.710000038,1.620000005,5,40.29999924,14.69999981,15.78999996,9.873028755,2.164471865,5.998936653
17000,1.414000034,8.710000038,6.130000114,1.75,5,40.29999924,14.69999981,15.11999989,9.740968704,2.164471865,5.998936653
15600,3.535000086,8.710000038,6.150000095,1.75,5,40.29999924,14.69999981,15.02000046,9.655026436,2.164471865,5.998936653
13100,2.447000027,8.710000038,5.269999981,1.74000001,5,40.29999924,14.69999981,16.13999939,9.480367661,2.164471865,5.998936653
41299,1.223999977,6.050000191,6.940000057,1.879999995,5,40.29999924,14.69999981,4.590000153,10.62859344,1.800058246,5.998936653
24299,1.343000054,6.050000191,6.070000172,1.75999999,5,40.29999924,14.69999981,6.429999828,10.09819031,1.800058246,5.998936653
23300,1.424999952,8.710000038,6.510000229,1.769999981,5,40.29999924,14.69999981,7.389999866,10.05620861,2.164471865,5.998936653
27000,1.273000002,6.050000191,6.25,1.799999952,5,40.29999924,14.69999981,5.5,10.2035923,1.800058246,5.998936653
50001,1.463000059,6.050000191,7.489999771,1.970000029,5,40.29999924,14.69999981,1.730000019,10.81979847,1.800058246,5.998936653
50001,1.833999991,6.050000191,7.800000191,2.039999962,5,40.29999924,14.69999981,1.919999957,10.81979847,1.800058246,5.998936653
50001,1.519000053,6.050000191,8.369999886,2.160000086,5,40.29999924,14.69999981,3.319999933,10.81979847,1.800058246,5.998936653
22700,2.242000103,6.050000191,5.849999905,2.420000076,5,40.29999924,14.69999981,11.64000034,10.0301199,1.800058246,5.998936653
24999,2.924000025,6.050000191,6.099999905,2.279999971,5,40.29999924,14.69999981,9.81000042,10.12659073,1.800058246,5.998936653
50001,2.00999999,6.050000191,7.929999828,2.049999952,5,40.29999924,14.69999981,3.700000048,10.81979847,1.800058246,5.998936653
23799,1.799999952,6.050000191,5.880000114,2.430000067,5,40.29999924,14.69999981,12.14000034,10.07739925,1.800058246,5.998936653
23799,2.299999952,6.050000191,6.320000172,2.099999905,5,40.29999924,14.69999981,11.09000015,10.07739925,1.800058246,5.998936653
