beta_hml,beta_mk,beta_mom,beta_smb,firmcode,industry,logv,sigma,skewness,region
-0.004212539,0.83023943,0.1062594,0.015340717,600745,7,8.556615211,0.50675988,0.18740918,7
0.014141016,0.89192195,0.075691175,0.016946624,600746,8,9.014106072,0.82269966,-1.3932897,9
0.008034611,0.79048745,0.104217,0.027946052,600747,18,8.345417455,0.69877325,0.21598586,17
-0.001849417,1.3144076,0.13096271,0.013083713,600748,19,8.972404679,0.73661618,0.97013585,20
-0.007096686,0.7843112,0.054310327,0.009379496,600749,11,8.88506211,0.62928812,-0.25502745,8
0.002745335,0.81658748,0.11660266,0.020015161,600750,14,9.229635518,0.5833393,1.0265523,19
0.000200016,0.65721822,0.144627,0.026302893,600751,10,8.086196283,0.715272,0.82869491,31
0.005296459,1.2177755,0.21119099,0.020352358,600753,19,7.849295815,0.87685799,1.0337466,17
-0.001872898,0.51083083,0.13480204,0.021598249,600754,16,8.740268932,0.59791008,0.58387641,13
0.013737502,0.58786061,0.14673081,0.02928319,600755,15,7.413558391,0.82905164,2.2446309,14
-0.005547912,0.95008214,0.10742877,0.032440619,600756,4,8.066076853,0.76980818,0.21201947,17
-0.004483659,0.97061005,0.081884244,0.026778692,600757,13,9.413126918,0.69891709,-0.058284514,9
-0.001735572,1.1360414,0.076645207,0.016972604,600758,21,8.653620467,0.74795191,0.82964926,29
0.000746146,0.68525779,0.051703614,0.024829459,600759,10,7.806475795,0.66911211,-0.13772286,14
0.004915219,0.65100289,0.14197489,0.021167971,600760,10,7.657340967,0.73971463,1.0913028,1
0.052249541,0.47995175,0.160358,0.012111655,600761,4,7.408630016,1.3029366,5.116763,23
0.010018387,1.0264229,0.075358706,0.0306012,600763,15,7.369800008,0.68188894,0.19293442,2
0.007831653,0.77038919,0.034842627,0.01676662,600764,10,7.88145368,0.54097497,-0.25882277,28
0.002913707,0.78137359,0.095457489,0.013508923,600765,16,8.763253137,0.4936958,0.034204556,14
0.000348977,0.60628548,0.077947261,0.021686683,600766,18,8.139078653,0.72649655,1.105486,17
-0.001381891,1.0098526,0.031016001,0.029590879,600767,14,8.197903624,0.73874825,-0.20087953,23
0.009077751,1.0693726,0.050892098,0.021590815,600768,12,7.26964732,0.609368,0.2370647,4
-0.047878018,0.001873063,0.045845071,0.065539517,600769,21,8.313354987,3.1515849,7.7591193,7
0.001552053,0.73537306,0.10837683,0.023595528,600770,11,8.375914011,0.7512904,0.002246004,12
0.002188477,0.83463717,0.086552095,0.003732956,600771,16,8.204151464,0.46425658,-0.29054488,20
0.037188702,0.57709293,0.17280086,0.027165239,600773,16,7.751743798,1.0131168,-0.087655572,4
-0.000387256,0.78174966,0.10875439,0.029274473,600774,15,8.189621578,0.76336211,0.6816682,7
-0.001423851,0.58812897,0.16558082,0.024123928,600775,15,7.26500047,0.78064227,1.8060102,23
0.012713778,0.55455159,0.18613532,0.021715939,600776,8,7.521743499,0.70548965,0.2954986,14
0.002341136,0.97860865,0.088686319,0.023700447,600777,16,8.113224194,0.58193192,-0.2393894,21
-0.003598183,0.65828686,0.081917722,0.017734123,600778,3,7.224667022,0.56135785,-0.24724717,18
-0.006051831,0.78439106,0.079169696,0.024037882,600779,12,8.108434445,0.60876509,0.16771247,15
0.004546433,0.95753615,0.055632113,0.024454017,600780,4,8.518117544,0.6967114,-0.61070128,17
0.009027823,0.80116014,0.12216102,0.020021408,600781,9,7.819210981,0.84438115,0.020502952,8
0.010823048,0.6892969,0.26091472,0.033704284,600782,9,7.937885494,0.91453295,1.0567783,14
0.000672428,0.79219041,0.090214055,0.024235976,600783,21,7.73600513,0.59580269,0.014099717,14
0.004225201,0.8771342,0.071182555,0.026286075,600784,16,7.782992281,0.66418867,0.056915497,11
-0.005348885,0.89181975,0.12176564,0.02732839,600785,14,8.859546969,0.68046568,1.4757647,19
0.002838937,0.84288855,0.12093294,0.020658053,600787,11,8.976548073,0.57889151,0.14157589,14
-0.004422521,0.91370203,0.098816622,0.024035591,600789,21,8.272320156,0.59052714,0.3155033,23
-0.003692206,1.008869,0.025661759,0.009517586,600790,18,8.618673063,0.52952696,-0.23323727,2
0.01289693,0.64314318,0.10984465,0.012232717,600791,9,8.987303003,0.60304255,0.27725987,22
0.017745805,0.60491123,0.1311767,0.022640478,600792,6,7.602955401,0.77300871,-0.063701687,18
0.003169518,1.1391725,0.061678798,0.02682341,600793,6,7.980939976,0.69537112,0.053060943,22
0.008143357,0.97715763,0.12435923,0.034348189,600794,12,8.020239703,0.80957956,0.43298083,9
-0.001731659,0.72574728,0.17791731,0.016046592,600795,11,8.393528075,0.65640402,1.0325231,23
0.004401741,0.44823574,0.093648503,0.013107047,600796,15,7.043116334,0.52254354,0.33782464,23
0.001715125,0.71518665,0.085926908,0.014485209,600797,14,8.637616578,0.59851024,0.053152011,23
0.008464213,0.68668319,0.11336132,0.018039094,600798,21,8.960616806,0.54629096,-0.14737257,19
0.000301032,0.7173345,0.18043145,0.016721085,600800,9,8.762744382,0.58275776,0.58119947,4
0.018753994,0.82962726,0.084520193,0.026014401,600801,9,8.218181312,0.69393548,0.21166033,13
-0.01026609,0.81882571,-0.059158717,0.021417161,600802,7,7.227999624,0.94505287,-0.71414667,30
0.021966462,0.70045944,0.084915774,0.027924602,600803,9,6.767244801,0.65961771,-0.22818752,18
0.017192699,0.63517461,0.069993044,0.022221558,600804,21,7.684381702,0.65612947,-0.40175021,7
0.00136562,0.3944719,0.076619652,0.001816061,600805,10,9.897458514,0.54699012,0.58600115,22
0.009783761,0.60676763,0.061417898,0.024442884,600806,16,8.458099532,0.63892161,-0.029468106,14
-0.001425068,0.6834563,0.10000416,0.022636344,600807,9,9.572315137,0.61048,-0.51960865,1
0.005517873,0.61840451,0.094494772,0.015902809,600808,3,8.308839282,0.52547486,-0.052659053,15
0.015520568,0.83444387,0.15851416,0.020914155,600809,7,8.523625142,0.79997665,0.8161782,31
0.004992565,0.68995423,0.12941791,0.012933948,600810,21,7.175970011,0.60598239,0.018262655,3
-0.009673197,0.79373058,0.15535401,0.01804476,600811,11,8.577766254,0.64893873,0.41028772,30
0.000545684,0.74901363,0.092969364,0.026585641,600812,16,8.295011477,0.6968397,-0.007032247,23
0.013048117,0.95587833,0.13877988,0.026128496,600814,10,8.24004177,0.78731053,0.93493467,13
-0.005138926,0.90406144,0.10362394,0.017913503,600815,17,8.975710353,0.59905518,0.37822943,17
0.004175835,1.3306086,0.12658581,0.015977979,600816,21,7.734311613,0.73503906,1.8131893,17
0.002736485,1.025566,0.12331945,0.029816998,600817,10,7.543651771,0.6743674,0.17057161,17
0.013256432,0.81638707,0.066040365,0.004070437,600818,9,10.18157377,0.505486,-0.40576615,17
0.006994148,0.6326954,0.14617586,0.006396596,600819,13,7.459349149,0.56711654,0.73018565,17
-0.009490042,0.76388342,0.11929856,0.017206769,600820,16,8.333686132,0.53937388,0.18723373,19
0.001086442,0.95204927,0.13837657,0.013737911,600821,16,9.455147798,0.6630732,0.47975144,17
0.010340561,0.57885365,0.13360074,0.018933224,600822,18,9.565427135,0.62128491,0.34647895,17
0.001629803,0.77701159,0.057123988,0.015239139,600823,16,8.076030686,0.41705881,0.1383952,17
0.001131429,0.7862234,0.1272942,0.024506493,600824,16,8.617308571,0.62140538,0.42204173,17
0.011628309,0.62900765,0.30870861,-0.000196719,600825,16,8.757833781,1.0463346,3.7443505,17
0.004626113,0.84515319,0.093991557,0.026640394,600826,16,7.376662182,0.67789314,-0.57655904,17
-0.000693949,0.74487521,0.072380164,0.029192564,600827,16,7.291725621,0.88288664,1.7350387,18
0.006734494,0.82806324,0.08211928,0.025290701,600828,9,7.503118613,0.70700567,0.30922129,3
0.006758342,0.4271477,0.13334775,0.008963287,600829,16,8.637443386,0.46165797,0.60272623,23
0.008288928,0.78970075,0.10920311,0.022138665,600830,20,8.620246191,0.66626958,0.12419945,16
0.010282486,0.87394204,0.017682937,0.02269804,600831,21,7.134322961,0.5578741,0.019571785,17
0.006286249,0.9116044,0.097873545,0.019468146,600832,16,8.285063586,0.70044021,0.93093525,17
0.014619418,0.44009077,0.085416567,0.01075776,600833,12,8.687869825,0.50472348,-0.28120779,17
0.008098138,0.55087597,0.10471142,0.008877923,600834,10,7.793933753,0.57392394,-0.17707602,17
-0.000696461,0.90334113,0.087623073,0.020249816,600835,6,7.83736263,0.60151629,1.2506829,17
0.00835212,0.6304535,0.076202157,0.012786472,600836,16,7.703075671,0.51729708,-0.56636847,17
0.002309024,0.54405545,0.10982405,0.018199954,600837,16,6.756110331,0.62052904,0.33636775,17
0.019039737,0.32761304,0.097570663,0.008099429,600838,8,7.163917891,0.52770878,0.14958046,18
-0.000727688,0.81496491,0.13112254,0.02142587,600839,10,8.765772182,0.72322735,-0.55662907,17
0.017503221,0.63014843,0.089076215,0.008499992,600841,11,8.099202687,0.70899062,-0.061747212,17
0.004869927,0.52997298,0.05684064,0.006212568,600842,10,9.374823092,0.4601078,0.14662497,17
0.013645004,0.52992788,0.070792238,0.0259832,600843,1,7.748799052,0.5422292,0.11719091,17
0.013311266,0.57356503,0.054232267,0.018099321,600844,15,7.995825394,0.52973295,-0.067187638,17
0.007870629,0.81759512,0.11818283,0.016643048,600845,21,8.566077675,0.58852289,-0.48636928,17
0.001527416,0.5709593,0.012261797,0.032734518,600846,10,8.540514308,0.83272284,-0.058980433,25
0.006629542,-0.1461805,0.32632565,-0.01593598,600847,10,10.31919047,1.3573358,3.9598824,17
0.003638478,0.62549874,0.073751679,0.017553044,600848,11,8.763792782,0.61056192,0.05184247,17
-0.000767167,0.55174699,0.11611001,0.011294385,600850,15,9.774821846,0.5143933,-0.03330257,17
-0.003062661,0.97150548,0.036372,0.022450927,600851,4,6.782528303,0.57839621,-0.023134231,17
0.003168704,0.55570835,0.14118661,0.028837506,600853,13,7.687547203,0.95132163,2.3064894,3
0.002390717,0.90399614,0.041380142,0.026674524,600854,10,7.242300446,0.65331524,0.13225749,7
0.009641844,0.73501241,0.10385834,0.031059109,600855,10,6.952676253,0.77018159,0.045126199,2
0.006162042,0.69450929,0.051103094,0.016001326,600856,16,6.153506013,0.54600507,-0.30056162,6
-0.004373199,0.90822778,0.043769723,0.026005221,600857,15,8.600536287,0.64396868,0.7657752,23
0.001246871,0.77964098,0.084544401,0.028415827,600858,21,6.557752455,0.5912041,0.49225653,14
0.007237834,0.67603002,0.16612352,0.028649462,600859,16,7.503023884,0.7785102,0.47975928,2
-0.005049813,0.73415078,0.1030677,0.028829618,600860,10,7.71034203,0.70657999,0.088724827,2
0.007009547,0.77357011,0.13498436,0.020288174,600861,16,9.26046203,0.75773553,0.64042848,2
-0.012420838,0.79375366,0.10079883,0.033215596,600863,12,8.790355424,0.62813106,0.24766155,10
-0.007785225,0.76825669,0.12053145,0.023800932,600864,12,8.408040026,0.692722,1.2351647,3
0.010170023,0.77679804,0.076351934,0.039383,600865,16,8.716471909,0.90360874,1.4711463,23
0.007295927,1.0107688,0.063344233,0.026721215,600866,11,8.268469593,0.75000765,0.76664302,26
0.003906098,0.65138529,0.12831012,0.026876144,600867,11,7.846176241,0.65474691,0.57815628,6
0.006392729,0.51545003,0.083219125,0.017988089,600868,21,7.105475745,0.8876108,3.8927752,26
0.006571913,0.85965222,0.086732045,0.001825287,600869,11,7.458134714,0.53664306,2.2400282,12
-0.004804937,0.76894508,0.082665911,0.028670565,600870,8,7.871006197,0.68859315,0.20022645,13
0.007762037,0.52501706,0.10034851,0.014554207,600871,7,8.319357941,0.53408017,-0.46197648,7
0.000449866,0.63522275,0.13773523,0.015339156,600872,21,9.083425601,0.57705219,-0.30918423,26
0.027636879,0.88282272,0.14587165,0.016024159,600873,10,8.06421988,0.72995948,1.3965559,20
0.004393637,0.42919138,0.17932566,0.012437812,600874,19,7.562477434,0.51933779,-1.1588219,19
0.009096648,0.65628472,0.15492818,0.021974844,600875,10,8.971180885,0.68056561,0.20895939,18
0.002033993,0.44893825,0.081668481,0.015085699,600876,9,8.347106712,0.58541831,1.0809323,31
-0.007664904,0.50806289,0.16450131,0.019303409,600877,10,10.03117018,0.69205314,0.93134846,25
0.011738226,0.70406829,0.15172718,0.03092192,600879,10,6.898306338,1.0577141,3.4975334,4
-0.001863636,0.65911891,0.090985924,0.03068741,600880,20,8.327335034,0.91442879,-0.13234962,18
0.006782143,0.59936253,0.14354343,0.00903382,600881,9,8.344611401,0.58058915,0.21290333,6
-0.000847261,0.74385921,0.17268195,0.01717331,600882,7,9.263299738,0.85884798,2.2044962,14
-0.009104032,0.91884518,0.069623988,0.037344246,600883,21,7.655987531,0.79731815,0.41949734,22
-0.003493888,0.68751266,0.078106763,0.017839077,600884,4,8.874236206,0.62364227,-0.1249838,23
0.003325754,0.96405521,0.088292389,0.007875342,600885,7,7.781881866,0.67803472,0.40629945,4
0.003769808,0.85987303,0.11082183,0.027657361,600886,12,7.45122978,0.62894652,0.15178484,24
0.004145914,0.49307228,0.18075482,0.023387321,600887,3,9.045947877,0.69778895,1.042947,10
0.01736177,0.4405611,0.14638108,0.006127151,600888,9,8.97928508,0.5825145,-0.50994188,21
0.007022763,0.54516859,0.057922431,0.008927729,600889,7,7.485764747,0.5367842,1.2365633,7
0.003465886,1.0943766,0.16531958,0.008414381,600890,10,9.538220228,0.5933739,1.6819151,2
-0.000318602,0.86615594,0.069387068,0.020707401,600891,16,8.070825586,0.53897914,0.15538061,3
-0.014004007,0.98409795,0.096219977,0.034651272,600892,10,7.961377105,0.78229458,0.7524002,30
-0.009417276,0.88052916,0.13196647,0.02160743,600893,3,8.724104461,0.6865989,1.2368484,6
0.003056581,0.96292479,-0.000380707,0.032014368,600894,9,8.22272218,0.76423719,0.96186249,26
0.005835572,0.39918528,0.12827118,-0.001027357,600895,21,8.711432845,0.55902264,0.15284079,17
0.014376727,0.62664291,0.036212671,0.001903257,600896,14,8.794040059,0.48367079,-1.0861233,29
0.011920045,0.78456534,0.052949997,0.015402581,600897,14,7.555081376,0.59812431,-0.079652542,13
-0.002112469,0.95544283,0.085680084,0.027394636,600898,16,8.103556799,0.61429102,-0.32498807,14
0.022784809,0.50617762,0.22879327,0.023048313,600900,12,8.188497134,0.93518655,-1.4316073,2
0.010180439,0.84171255,0.11775265,0.029481557,600960,10,7.853902594,0.7290084,-0.18123381,14
0.010239694,0.63420077,0.18763114,0.026199683,600961,9,5.859216531,0.89411915,1.0695277,5
0.00553869,1.0993139,0.087775845,0.012999618,600962,1,7.836681209,0.82902954,1.8992767,2
-0.010981176,0.77276198,0.093797733,0.021215685,600963,6,8.779638422,0.68857338,-0.23473591,5
0.011756313,0.62285751,0.12864919,0.006949206,600965,1,9.075935638,0.54548422,0.28507416,30
0.004897529,0.88748009,0.10104524,0.012742751,600966,6,8.74022208,0.62207548,0.25092224,14
0.000603335,0.5626813,0.045463786,0.009650386,600967,10,7.533962283,0.48888169,0.46689163,10
-0.025341887,0.65869727,-0.008187265,0.041730028,600969,12,8.532616104,1.2009856,1.1541264,5
0.005434227,0.37621057,0.061233048,-0.004665653,600970,13,10.66028972,0.36529529,-0.18386427,7
-0.049076823,0.65855171,0.066183677,0.033109175,600971,2,7.916289238,0.90010552,1.56367,1
0.026799289,0.97263211,0.16832412,0.012737154,600973,15,9.015008394,0.90724455,-0.23091962,7
0.012040296,0.72240427,0.06685688,0.039365076,600975,1,8.287866942,0.84464457,0.029460429,5
0.026590584,0.85540812,0.044424645,0.006282185,600976,11,9.144314868,0.70155462,-0.5397173,4
-0.009029138,0.87256491,-0.012230031,0.044154119,600978,5,8.805057172,0.98046898,1.2897631,26
0.012017782,0.69796504,0.056753797,0.022278625,600979,12,8.895994218,0.59947262,-0.045239921,18
0.006391133,0.70867359,0.062467216,0.038539714,600980,8,8.19089688,0.91928443,0.77309827,2
-0.060397524,0.75335772,0.048335169,0.050038827,600981,16,7.986478349,1.1086413,3.2826296,7
0.076700381,-0.36858037,0.083624515,-0.034348225,600982,12,7.407053598,1.5442964,4.9984386,23
-0.018074664,0.88006598,0.08985029,0.017474373,600983,8,8.196218982,1.157184,2.1600888,1
0.004559751,0.8578074,0.13644695,0.013534819,600984,10,8.116856869,0.60831595,0.23741743,16
0.009563838,0.63440718,0.002182872,0.031499992,600985,7,8.440941647,0.71769365,0.45684681,1
-0.017188869,0.60804145,0.031384877,0.034225551,600986,13,8.098449421,0.68551116,0.53683854,14
0.046659988,0.73920646,0.069412689,0.018966301,600987,4,9.351380975,0.66833311,-0.48648339,23
-0.002649113,0.75403547,0.024209256,0.033737869,600988,10,8.262211596,0.67899773,0.35350318,26
0.001146907,0.80658485,-0.067611856,0.042655465,600990,15,8.010233618,1.2400038,2.8910065,1
0.024243573,0.4776071,0.15933957,0.023556886,600991,10,8.755893947,0.75034646,0.50346602,5
-0.016737749,0.6036805,0.06934593,0.020675692,600992,9,7.825122511,0.84068906,2.2615961,28
-0.006017392,0.73387263,0.048863745,0.033974648,600993,11,8.239740672,0.70060509,0.11025912,4
0.00649674,1.0546086,0.10801749,0.04528149,600995,12,7.405799386,0.84631459,-0.068749985,22
-0.01191374,0.75469976,0.040860973,0.044157783,600997,17,7.840003727,0.77370282,0.13636215,26
-0.01493792,0.89383424,0.081562076,0.029338621,600999,2,8.19000781,0.74443254,-0.28302482,30
0.001416322,0.683146,0.10089879,0.027395672,601001,2,8.488182254,0.59994933,0.085612715,15
-0.014898061,1.262004,-0.005158025,0.049052563,601002,10,6.892944966,1.1374298,1.4639356,23
-0.02729234,0.78483655,0.050155174,0.04159746,601003,9,6.863622717,1.0867897,2.3256859,27
0.003191404,0.87155647,0.09092917,0.036577924,601005,9,8.33472504,0.82147838,0.14456352,25
-0.007985113,0.80113366,0.027845458,0.035752382,601006,14,8.100551325,0.63536275,0.2366796,15
0.018070851,0.53572075,0.048556882,0.018172637,601007,19,6.90403835,0.72781186,0.35970897,7
-0.002881534,0.91646607,-0.050655123,0.006165848,601008,14,8.582150269,0.81215683,1.3542053,7
-0.008426073,0.82749077,0.050897566,0.020045487,601009,17,9.2182132,0.80445968,0.28113517,7
-0.015476072,1.1892178,0.016546505,0.03890125,601099,17,9.387012249,0.97254827,-0.1870732,22
-0.002179135,0.62886625,0.028741213,0.021421608,601107,14,9.104712598,0.7352955,0.69236979,18
-0.011290319,1.3748459,0.048596462,0.025314625,601111,14,9.295903843,0.78915055,-0.15561564,2
0.024313256,0.36647801,0.060254894,-0.004584421,601166,17,10.85181311,0.48206799,0.083108878,13
0.073354196,0.91754968,0.18912518,0.02032381,601168,2,8.470715106,2.1645337,4.786768,12
0.010824772,0.70550468,0.021258582,0.017199413,601169,17,8.482507664,0.40413047,-0.73778998,2
-0.012686454,0.86595862,0.041905936,0.005373953,601186,13,9.638582438,0.38536385,-0.17439041,2
-0.022682853,1.0982419,0.11078976,-0.044054891,601318,17,10.30902066,1.0568262,2.6402682,26
0.044292994,0.9682854,0.072205479,-0.034378754,601328,17,9.075067235,0.69886862,0.11830835,17
0.023668517,0.93782578,0.1041012,0.015942184,601390,13,10.74201376,0.79764154,-0.99511049,2
-0.04600784,1.5367744,0.047648235,0.023303689,601588,18,10.12776342,0.68971667,0.63135799,2
-0.051647841,2.9122003,-0.1817157,0.070865091,601600,9,10.64082079,1.9736252,3.7822043,2
0.008774935,0.71882771,0.061047955,-0.004001961,601601,17,10.32969338,0.43058086,-0.12960411,17
-0.000240763,0.38781737,-0.03029038,-0.002007755,601618,13,11.0977833,0.44606561,0.26880593,2
0.012900477,1.209346,0.067435321,-0.009255126,601628,17,10.28182878,0.57614553,-0.37093418,2
0.031116005,0.81763531,0.096567573,-0.013585982,601666,2,11.09414305,0.98321519,2.3280901,31
0.011941308,0.57399795,0.061274919,0.005131326,601668,13,10.86738466,0.36841676,-0.52467379,2
0.087003981,0.66778872,0.003838066,-0.00988407,601699,2,11.59383306,1.0361935,2.7124573,15
-0.009672906,0.97178307,-0.02700078,-0.00481392,601727,22,12.35066166,0.29966141,1.0156776,17
0.007250965,0.86576921,0.16491294,0.020979631,601766,22,10.71103476,1.0677022,0.82273003,2
0.006451535,1.5038649,0.061040262,0.010824412,601788,17,10.61918508,0.65752401,0.19600623,17
-0.003298584,1.3002189,0.029780693,-0.00774452,601808,2,10.28089918,0.30384871,-0.19651952,19
0.051469571,0.35038202,0.31019744,-0.046850035,601866,14,10.1195971,1.0726144,2.6107532,17
-0.032604425,1.1490588,0.012638065,0.031196446,601872,14,9.592427328,0.7829608,-0.22252814,17
-0.01336268,1.1542774,0.015490529,0.026304745,601898,2,9.084910201,0.92215349,-0.27718547,2
-0.073924736,0.9336185,0.020253064,0.040802361,601899,2,10.51212882,0.63993162,-1.3276493,13
-0.22163547,0.71214778,-0.79376545,0.056255831,601918,12,11.85931232,1.2748537,3.0764393,1
-0.000200658,1.3500935,-0.07466338,0.018694951,601939,17,9.319589497,0.5202174,-1.0073985,2
-0.034808746,0.38440134,0.013873454,0.015604741,601958,2,10.84722204,1.3184977,3.6588379,16
0.092149574,0.85582317,0.029041987,0.000983329,601988,17,10.9676632,1.2525971,2.6728912,2
0.029897261,0.96686862,0.13148405,-0.01538992,601991,12,10.30702013,0.56144686,1.8820324,2
